id,title,size,affliations,organism_part,[Instrument],factors,keywords,public_released_date,description,organism,url,[Mass analyzer],[Scan m/z range],[Scan polarity],[CE Instrument],[Column type],[Column model],[Ion source],[Autosampler model],[Guard column],[Chromatography Instrument]
MTBLS406,Azithromycin promotes relapse by disrupting immune and metabolic networks after allogeneic stem cell transplantation,76.06GB,"['INSERM U976, APHP, Université Paris Cité']","['blood plasma', 'leukocyte', 'feces']",['Q Exactive'],"['Treatment ', 'HSCT timepoint', 'Gender', 'Age', 'Diagnosis', 'Acute GVHD', 'Acute GVHD grading', 'Relapse', 'Relapse delay after HSCT', 'aGVHD delay after HSCT', 'Time Point']","['ultra-performance liquid chromatography-mass spectrometry', 'targeted metabolites', 'metabolon', 'Allogeneic Hematopoietic Stem Cell Transplantation', 'Tumor Immunity', 'Azithromycin', 'Randomized Clinical Trial', 'tandem mass spectrometry']",8/22/22 0:00,"Administration of azithromycin after allogeneic hematopoietic stem cell transplantation for hematological malignancies has been associated with relapse in a randomized phase 3 controlled clinical trial. Studying 240 samples from patients randomized in this trial is a unique opportunity to better understand the mechanisms underlying relapse, the first cause of mortality after transplantation. We used multi-omics on patients' samples to decipher immune alterations associated with azithromycin intake and post-transplant relapsed malignancies. Azithromycin was associated with a network of altered energy metabolism pathways and immune subsets, including T cells biased toward immunomodulatory and exhausted profiles. In vitro, azithromycin exposure inhibited T cells cytotoxicity against tumor cells and impaired T cells metabolism through glycolysis inhibition, mitochondrial genes downregulation, and immunomodulatory genes upregulation, notably SOCS1. These results highlight that azithromycin directly affects immune cells that favor relapse, which raises caution about long-term use of azithromycin treatment in patients at high risk of malignancies.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS406,['orbitrap'],"['110-1000', '70-1000', '80-1000']","['negative scan', 'positive scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)', 'ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],,,['Waters ACQUITY UPLC system']
MTBLS407,Human plasma metabolites of SCAPIS Uppsala,8.76GB,"['Department of Medical Sciences, Molecular Epidemiology and Science for Life Laboratory, Uppsala University, EpiHubben, MTC-huset, Uppsala, Sweden']",['blood plasma'],['Q Exactive'],[],"['ultra-performance liquid chromatography-mass spectrometry', 'targeted metabolites', 'metabolon', 'tandem mass spectrometry']",5/19/22 0:00,"<p>Metabolomics data analysed with UPLC-MS/MS are available for 125 participants from the Uppsala study site of the SCAPIS study. SCAPIS (https://www.scapis.org/) is a Swedish, open-access, population-based cohort for the study of cardiovascular disease (CVD) and chronic obstructive pulmonary disease (COPD). A total of 30,154 men and women in Sweden, from 50 to 64 years old, have been recruited and investigated with detailed imaging and functional analyses of the cardiovascular and pulmonary systems.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS407,['orbitrap'],"['110-1000', '70-1000', '80-1000']","['negative scan', 'positive scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)', 'ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],,,['Waters ACQUITY UPLC system']
MTBLS4187,Novel Potential Diagnostic Serum Biomarkers of Metabolomics in Osteoarticular Tuberculosis Patients: A Preliminary Study,93.13GB,[],['blood serum'],['Thermo Scientific Q Exactive'],['Disease group'],"['skeletal tuberculosis', 'biomarker', 'Lipidomics', 'untargeted metabolites', 'ultra-performance liquid chromatography-mass spectrometry', 'tandem mass spectrometry']",4/8/22 0:00,"<p>Osteoarticular tuberculosis is one of the extrapulmonary tuberculosis, which is mainly caused by direct infection of <em>Mycobacterium tuberculosis</em> or secondary infection of tuberculosis in other parts. Due to the low specificity of the current detection method, it is leading to a high misdiagnosis rate and subsequently affecting the follow-up treatment and prognosis. Metabolomics is mainly used to study the changes of the body's metabolites in different states, so it can be served as an important means in the discovery of disease-related metabolic biomarkers and the corresponding mechanism research. Liquid chromatography tandem mass spectrometry (LC-MS/MS) was used to detect and analyze metabolites in the serum with osteoarticular tuberculosis patients, disease controls and healthy controls to find novel metabolic biomarkers that could be used in the diagnosis of osteoarticular tuberculosis. Our results showed that 68 differential metabolites (p＜0.05, Fold Change＞1.0) were obtained in osteoarticular tuberculosis serum after statistical analysis. Then, through the evaluation of diagnostic efficacy, PC(o-16:1(9Z)/18:0), PC(20:4(8Z,11Z,14Z,17Z)/18:0), PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z)), SM(d18:1/20:0), and SM(d18:1/18:1(11Z)) were found as potential biomarkers with high diagnostic efficacy. Using bioinformatics analysis, we further found that these metabolites share many lipids metabolic signaling pathways, such as choline metabolism, sphingolipid signaling, retrograde endocannabinoid signaling, sphingolipid and glycerophospholipid, these results suggest that lipid metabolism plays an important role in the pathological process of tuberculosis. This study can provide certain reference value for the study of metabolic biomarkers of osteoarticular tuberculosis and the mechanism of lipid metabolism in osteoarticular tuberculosis and even other tuberculosis diseases.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS4187,['orbitrap'],['50-1500'],"['negative', 'positive']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 100 mm; Waters)', 'ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],[''],[''],['Thermo Scientific Dionex Ultimate 3000 UHPLC system']
MTBLS2472,Short-term changes in the serum metabolome after laparoscopic sleeve gastrectomy and Roux-en-Y gastric bypass,21.72GB,"['Molecular Recognition Research Center, Korea Institute of Science and Technology (KIST), Seoul, Korea']",['serum'],['Thermo Scientific LTQ Orbitrap Velos'],"['collection time point', 'surgery type']","['Bariatric Surgery', 'untargeted metabolites', 'Lipidomics', 'Asia', 'Robotic Bariatric Sleeve Gastrectomy', 'gastric bypass', 'ultra-performance liquid chromatography-mass spectrometry']",3/17/22 0:00,"<p><strong>INTRODUCTION:</strong> Bariatric surgery is known to be the most effective treatment for weight loss in obese patients and for the rapid remission of obesity-related comorbidities. These short-term improvements result from not only limited digestion or absorption but also dynamic changes in metabolism throughout the whole body. However, short-term metabolism studies associated with bariatric surgery in Asian individuals have not been reported.</p><p><strong>OBJECTIVES:</strong> The aim of this study was to investigate the short-term metabolome changes in the serum promoted by laparoscopic sleeve gastrectomy (SG) and Roux-en-Y gastric bypass (RYGB) and to determine the underlying mechanisms that affect obesity-related comorbidities.</p><p><strong>METHODS:</strong> Serum samples were collected from Korean patients who underwent RYGB or SG before and 4&nbsp;weeks after the surgery. Metabolomic and lipidomic profiling was performed using UPLC-Orbitrap-MS, and data were analyzed using statistical analysis.</p><p><strong>RESULTS:</strong> Metabolites mainly related to amino acids, lipids (fatty acids, glycerophospholipids, sphingolipids, glycerolipids) and bile acids changed after surgery, and these changes were associated with the lowering of risk factors for obesity-related diseases such as nonalcoholic fatty liver disease (NAFLD), type 2 diabetes (T2D) and atherosclerosis. Interestingly, the number of significantly altered metabolites related to the lipid metabolism were greater in SG than in RYGB. Furthermore, the metabolites related to amino acid metabolism were significantly changed only after SG, whereas bile acid changed significantly only following RYGB.</p><p><strong>CONCLUSION:</strong> These differences could result from anatomical differences between the two surgeries and could be related to the gut microbiota. This study provides crucial information to expand the knowledge of the common but different molecular mechanisms involved in obesity and obesity-related comorbidities affected by each bariatric procedure.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS2472,['orbitrap'],['50-1600'],"['negative', 'positive']",,"['reversed phase', 'reverse phase']","['ACQUITY UPLC HSS T3 (1.8 µm, 2.1 mm x 150 mm; Waters)', 'ACE Excel 2 SuperC18 (1.7 µm, 2.1 mm x 100 mm; Advanced Chromatography Technologies)']",['electrospray ionization'],[''],[''],['Thermo Scientific Dionex Ultimate 3000 UHPLC system']
MTBLS2421,Comparison of the Metabolic Profiles in the Plasma and Urine Samples Between Autistic and Typically Developing Boys: A Preliminary Study,641.35MB,[],['blood plasma'],['Thermo Scientific LTQ Orbitrap XL'],"['collection time point', 'surgery type']","['autism spectrum disorder', 'untargeted metabolites', 'ultra-performance liquid chromatography-mass spectrometry', 'Developmental Disorder', 'Child']",3/2/22 0:00,"<b>Background:</b> Autism spectrum disorder (ASD) is defined as a pervasive developmental disorder which is caused by genetic and environmental risk factors. Besides the core behavioral symptoms, accumulated results indicate children with ASD also share some metabolic abnormalities. <b>Objectives:</b> To analyze the comprehensive metabolic profiles in both of the first-morning urine and plasma samples collected from the same cohort of autistic boys. <b>Methods:</b> In this study, 30 autistic boys and 30 tightly matched healthy control (HC) boys (age range: 2.4~6.7 years) were recruited. First-morning urine and plasma samples were collected and the liquid chromatography-mass spectrometry (LC-MS) was applied to obtain the untargeted metabolic profiles. The acquired data were processed by multivariate analysis and the screened metabolites were grouped by metabolic pathway. <b>Results:</b> Different discriminating metabolites were found in plasma and urine samples. Notably, taurine and catechol levels were decreased in urine but increased in plasma in the same cohort of ASD children. Enriched pathway analysis revealed that perturbations in taurine and hypotaurine metabolism, phenylalanine metabolism, and arginine and proline metabolism could be found in both of the plasma and urine samples. <b>Conclusion:</b> These preliminary results suggest that a series of common metabolic perturbations exist in children with ASD, and confirmed the importance to have a comprehensive analysis of the metabolites in different biological samples to reveal the full picture of the complex metabolic patterns associated with ASD. Further targeted analyses are needed to validate these results in a larger cohort.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS2421,['orbitrap'],['80-1050'],['alternating'],,['reverse phase'],"['ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],[''],[''],['Waters ACQUITY UPLC system']
MTBLS2469,A Multi-omics Longitudinal Study Reveals Alteration of the Leukocyte Activation Pathway in COVID-19 Patients.,52.95GB,"['Department of Biosciences and Bioengineering, India Institute of Technology Bombay', 'Department of Biosciences and Bioengineering, Indian Institute of Technology Bombay']","['blank', 'blood plasma']",['Thermo Scientific Q Exactive'],"['collection time point', 'surgery type']","['COVID-19', 'untargeted metabolites', 'ultra-performance liquid chromatography-mass spectrometry', 'tandem mass spectrometry', 'leukocyte activation']",1/18/22 0:00,"Severe coronavirus disease 2019 (COVID-19) infection may lead to lung injury, multi-organ failure, and eventually death. Cytokine storm due to excess cytokine production has been associated with fatality in severe infections. However, the specific molecular signatures associated with the elevated immune response are yet to be elucidated. We performed a mass-spectrometry-based proteomic and metabolomic analysis of COVID-19 plasma samples collected at two time points. Using Orbitrap Fusion LC-MS/MS-based label-free proteomic analysis, we identified around 10 significant proteins, 32 significant peptides, and 5 metabolites that were dysregulated at the severe time points. Few of these proteins identified by quantitative proteomics were validated using the multiple reaction monitoring (MRM) assay. Integrated pathway analysis using distinct proteomic and metabolomic signatures revealed alterations in complement and coagulation cascade, platelet aggregation, myeloid leukocyte activation pathway, and arginine metabolism. Further, we highlight the role of leukocyte activation and arginine metabolism in COVID-19 pathogenesis and targeting these pathways for COVID-19 therapeutics.","['Homo sapiens', 'blank']",https://www.ebi.ac.uk/metabolights/editor/MTBLS2469,['orbitrap'],['100-700'],['positive'],,['reverse phase'],"['Hypersil GOLD C18 (1.9 µm, 2.1 mm x 100 mm; Thermo Scientific)']",['electrospray ionization'],[''],[''],['Thermo Scientific Dionex UltiMate 3000 System']
MTBLS2291,Metabolome and exposome profiling of the biospecimens  from COVID-19 patients in India (Blood plasma assay),87.68GB,"['Department of Biosciences and Bioengineering, India Institute of Technology Bombay']",['blood plasma'],['Thermo Scientific Q Exactive'],"['collection time point', 'surgery type']","['COVID-19', 'untargeted metabolites', 'ultra-performance liquid chromatography-mass spectrometry', 'tandem mass spectrometry', 'Prognosis', 'biomarker', 'Exposome', 'therapeutic target']",1/13/22 0:00,"<p><strong>INTRODUCTION:</strong>&nbsp;COVID-19 has become a global impediment by bringing everything to a halt starting from January 2020. India underwent the lockdown starting from 22nd March 2020 with the sudden spike in the number of COVID-19 patients in major cities and states. This study focused on how metabolites play a crucial role in SARSCoV-2 prognosis.</p><p><strong>MATERIALS AND METHODS:</strong> Metabolome profiling of 106 plasma samples and 24 swab samples from symptomatic patients in the Indian population of the Mumbai region was done. COVID-19 positive samples were further segregated under the non-severe COVID-19 and severe COVID-19 patient cohort for both plasma and swab.</p><p><strong>RESULTS:</strong>&nbsp;After analyzing the raw files, total 7,949 and 12,871 metabolites in plasma and swab were found. 11 and 35 significantly altered metabolites were found in COVID-19 positive compared to COVID-19 negative plasma and swab samples, respectively. Also, 9 and 23 significantly altered metabolites were found in severe COVID-19 positive to non-severe COVID-19 positive plasma and swab samples, respectively. The majorly affected pathways in COVID-19 patients were found to be the amino acid metabolism pathway, sphingosine metabolism pathway, and bile salt metabolism pathway.</p><p><strong>CONCLUSION:</strong>&nbsp;This study facilitates identification of potential metabolite-based biomarker candidates for rapid diagnosis and prognosis for clinical applications.</p><p><br></p><p><strong>Blood plasma assay</strong> is reported in the current study <strong>MTBLS2291</strong>.</p><p><strong>Nasopharyngeal swab assay</strong> is reported in <a href='https://www.ebi.ac.uk/metabolights/MTBLS2349' rel='noopener noreferrer' target='_blank'><strong>MTBLS2349</strong></a>.</p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS2291,['orbitrap'],['100-700'],['positive'],,['reverse phase'],"['Hypersil GOLD C18 (1.9 µm, 2.1 mm x 100 mm; Thermo Scientific)']",['electrospray ionization'],[''],[''],['Thermo Scientific Dionex Ultimate 3000 UHPLC system']
MTBLS221,Immune landscape of operational tolerance after allogeneic stem cell transplantation,5.02GB,['Hematology and transplantation unit'],['blood plasma'],['Q Exactive'],"['collection time point', 'surgery type']","['high-performance liquid chromatography', 'targeted metabolites', 'Allogeneic Hematopoietic Stem Cell Transplantation', 'Immunology', 'Tolerance', 'Oncology', 'metabolon']",12/22/21 0:00,"<p>Immune tolerance is involved physiologically in pregnancy and disrupted in autoimmunity, organ rejection, and graft-versus-host disease (GvHD). In transplantation setting, operational tolerance has been inferred in patients who develop tolerance without a need for immunosuppressants. However, mechanisms underlying operational tolerance in Humans are poorly understood. Using two cohorts of patients who underwent an allo-HSCT from HLA-identical siblings, we used multi-omics approach to decipher immune landscape associated with tolerance in recipients and their related donors. We analyzed two cohorts of patients, one monocentric from Saint Louis hospital (cohort 1, n=41) and one multicenric from the national Cryostem consortium biological collection (cohort 2, n=71). We proceed to deep immunophenotyping of peripheral blood mononuclear cell using mass cytometry, RNA sequencing analysis and metabolomics profiling of plasma in both recipients and related donors. Metabolomics profile analysis revealed major enrichment of androgenic steroid pathway in tolerant patients, together with phosphatidylcholine and many aminoacid metabolism (especially leucine, isoleucine and valine pathway), whereas non-tolerant patients had an increased production of primary bile acid and sphingolipid. Interestingly, tolerant patients exhibit an immune profile characterized by higher androgenic steroid production, significantly associated with NT5E/CD73 ectoenzyme expression and nucleotide catabolism, PPAR alpha and WNT/LEF/TCF7 signaling pathway that could promote immune tolerance.</p><p><br></p><p>Linked studies; <a href='https://www.ebi.ac.uk/metabolights/MTBLS220' rel='noopener noreferrer' target='_blank'>MTBLS220</a></p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS221,['orbitrap'],"['110-1000', '70-1000', '80-1000']","['negative scan', 'positive scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)', 'ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],,,['Waters ACQUITY UPLC system']
MTBLS220,Immune landscape of operational tolerance after allogeneic stem cell transplantation,3.69GB,['Hematology and transplantation unit'],['Plasma'],['Q Exactive'],"['collection time point', 'surgery type']","['allogeneic hematopoietic stem cell transplantation', 'human immunology', 'tolerance', 'high-performance liquid chromatography', 'targeted metabolites', 'Oncology', 'metabolon']",12/22/21 0:00,"<p>Immune tolerance is involved physiologically in pregnancy and disrupted in autoimmunity, organ rejection, and graft-versus-host disease (GvHD). In transplantation setting, operational tolerance has been inferred in patients who develop tolerance without a need for immunosuppressants. However, mechanisms underlying operational tolerance in Humans are poorly understood. Using two cohorts of patients who underwent an allo-HSCT from HLA-identical siblings, we used multi-omics approach to decipher immune landscape associated with tolerance in recipients and their related donors. We analyzed two cohorts of patients, one monocentric from Saint Louis hospital (cohort 1, n=41) and one multicenric from the national Cryostem consortium biological collection (cohort 2, n=71). We proceed to deep immunophenotyping of peripheral blood mononuclear cell using mass cytometry, RNA sequencing analysis and metabolomics profiling of plasma in both recipients and related donors. Metabolomics profile analysis revealed major enrichment of androgenic steroid pathway in tolerant patients, together with phosphatidylcholine and many aminoacid metabolism (especially leucine, isoleucine and valine pathway), whereas non-tolerant patients had an increased production of primary bile acid and sphingolipid. Interestingly, tolerant patients exhibit an immune profile characterized by higher androgenic steroid production, significantly associated with NT5E/CD73 ectoenzyme expression and nucleotide catabolism, PPAR alpha and WNT/LEF/TCF7 signaling pathwaythat could promote immune tolerance.</p><p><br></p><p>Linked studies; <a href='https://www.ebi.ac.uk/metabolights/MTBLS221' rel='noopener noreferrer' target='_blank'>MTBLS221</a></p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS220,['orbitrap'],"['110-1000', '70-1000', '80-1000']","['negative scan', 'positive scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)', 'ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],,,['Waters ACQUITY UPLC system']
MTBLS1219,Impact of the used solvent on the reconstitution efficiency of evaporated biosamples for untargeted metabolomics studies,822.62MB,['Department of Experimental and Clinical Toxicology Institute of Experimental and Clinical Pharmacology and Toxicology'],['blood plasma'],['Q Exactive Plus'],"['collection time point', 'surgery type']","['reconstitution method', 'untargeted metabolites', 'high-performance liquid chromatography-mass spectrometry', 'Recovery']",10/27/21 0:00,"<h4>Introduction</h4>Untargeted metabolomics intends to objectively analyze a wide variety of compounds. Their diverse physicochemical properties make it difficult to choose an appropriate reconstitution solvent after sample evaporation without influencing the chromatography or hamper column sorbent integrity.<h4>Objectives</h4>The study aimed to identify the most appropriate reconstitution solvent for blood plasma samples in terms of feature recovery, four endogenous compounds, and one selected internal standard.<h4>Methods</h4>We investigated several reconstitution solvent mixtures containing acetonitrile and methanol to resolve human plasma extract and evaluated them concerning the peak areas of tryptophan-d<sub>5</sub>, glucose, creatinine, palmitic acid, and the phophatidylcholine PC(P-16:0/P-16:0), as well as the total feature count RESULTS: Results indicated that acetonitrile containing 30% methanol was best suited to match all tested criteria at least for human blood plasma samples.<h4>Conclusion</h4>Despite identifying the mixture of acetonitrile and methanol being suitable as solvent for human blood plasma extracts, we recommend to systematically test for an appropriate reconstitution solvent for each analyzed biomatrix.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS1219,['orbitrap'],['50-750'],"['negative', 'positive']",,"['HILIC', 'reverse phase']","['NUCLEODUR HILIC (3 µm, 3 mm x 125 mm; Macherey-Nagel)']",['electrospray ionization'],,,"['Thermo Scientific Dionex UltiMate 3000 RSLC System', 'Accucore C18 (2.6 µm, 2.1 mm x 100 mm; Thermo Scientific)']"
MTBLS2542,The trans-omics landscape of COVID-19.,171.23GB,[],['blood serum'],['Thermo Scientific Q Exactive'],"['collection time point', 'surgery type']","['ultra-performance liquid chromatography-mass spectrometry', 'COVID-19', 'Comorbidity', 'Lipidomics', 'untargeted metabolites']",10/6/21 0:00,"The outbreak of coronavirus disease 2019 (COVID-19) is a global health emergency. Various omics results have been reported for COVID-19, but the molecular hallmarks of COVID-19, especially in those patients without comorbidities, have not been fully investigated. Here we collect blood samples from 231 COVID-19 patients, prefiltered to exclude those with selected comorbidities, yet with symptoms ranging from asymptomatic to critically ill. Using integrative analysis of genomic, transcriptomic, proteomic, metabolomic and lipidomic profiles, we report a trans-omics landscape for COVID-19. Our analyses find neutrophils heterogeneity between asymptomatic and critically ill patients. Meanwhile, neutrophils over-activation, arginine depletion and tryptophan metabolites accumulation correlate with T cell dysfunction in critical patients. Our multi-omics data and characterization of peripheral blood from COVID-19 patients may thus help provide clues regarding pathophysiology of and potential therapeutic strategies for COVID-19.",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS2542,['orbitrap'],['70-1050'],"['negative', 'positive']",,['reverse phase'],"['ACQUITY UPLC HSS T3 (1.8 µm, 1 mm x 100 mm; Waters)']",['electrospray ionization'],[''],[''],['Waters ACQUITY UPLC system']
MTBLS2679,Sarcopenic metabolomic profile reflected a sarcopenic phenotype associated with amino acid and essential fatty acid changes.,11.49GB,[],"['blank', 'blood plasma']",['Thermo Scientific Q Exactive Plus'],"['collection time point', 'surgery type']","['untargeted metabolites', 'sarcopenia', 'ultra-performance liquid chromatography-mass spectrometry', 'tandem mass spectrometry']",9/29/21 0:00,"<h4><strong>INTRODUCTION: </strong>Although sarcopenia greatly affects health and quality of life in older people, its pathophysiological causes are not fully elucidated. To face this challenge, omics technologies can be used. The metabolome gives a vision of the interaction between the genome and the environment through metabolic networks, thus contributing in clarifying the pathophysiology of the sarcopenic phenotype.</h4><h4><strong>OBJECTIVES: </strong>The main goal of this study was to compare the plasma metabolome of sarcopenic and non-sarcopenic older people.</h4><h4><strong>METHODS: </strong>Cross-sectional study of 20 sarcopenic and 21 non-sarcopenic older subjects with available frozen plasma samples. Non-targeted metabolomic study by ultra-high-performance liquid chromatography-electrospray ionization tandem mass spectrometry (UHPLC-ESI-MS/MS) analysis with later bioinformatics data analysis. Once the significantly different metabolites were identified, the KEGG database was used on them to establish which were the metabolic pathways mainly involved.</h4><h4><strong>RESULTS: </strong>From 657 features identified, 210 showed significant differences between the study groups, and 30 had a FoldChangeLog<sub>2</sub> &gt; 2. The most interesting metabolic pathways found with the KEGG database were the biosynthesis of amino acids, arginine and proline metabolism, the biosynthesis of alkaloids derived from ornithine, linoleic acid metabolism, and the biosynthesis of unsaturated fatty acids.</h4><h4><strong>CONCLUSIONS: </strong>The study results allowed us to confirm that the concept of 'sarcopenic phenotype' is also witnessed at the plasma metabolite levels. The non-targeted metabolomics study can open a wide view of the sarcopenic features changes at the plasma level, which would be linked to the sarcopenic physiopathological alterations.</h4>","['Homo sapiens', 'blank']",https://www.ebi.ac.uk/metabolights/editor/MTBLS2679,['orbitrap'],['67-1000'],['positive'],,['reverse phase'],"['ZORBAX C18 (1.8 µm, 2.1 mm x 50 mm; Agilent Technologies)']",['electrospray ionization'],[''],[''],['Thermo Scientific Dionex Ultimate 3000 UHPLC system']
MTBLS2394,Impact of acute lymphoblastic leukemia induction therapy: findings from metabolomics on non-fasted plasma samples from a biorepository,16.40GB,['Stanford University'],['blood plasma'],['Q Exactive'],"['collection time point', 'surgery type']","['ultra-performance liquid chromatography-mass spectrometry', 'targeted metabolites', 'acute lymphoblastic leukemia', 'Asparaginase', 'metabolon', 'Lipidomics']",8/12/21 0:00,"<p><strong>INTRODUCTION:</strong> Acute lymphoblastic leukemia (ALL) is among the most common cancers in children. With improvements in combination chemotherapy regimens, the overall survival has increased to over 90%. However, the current challenge is to mitigate adverse events resulting from the complex therapy. Several chemotherapies intercept cancer metabolism, but little is known about their collective role in altering host metabolism.</p><p><strong>OBJECTIVES:</strong> We profiled the metabolomic changes in plasma of ALL patients initial- and post- induction therapy.</p><p><strong>METHODS:</strong> We exploited a biorepository of non-fasted plasma samples derived from the Dana Farber Cancer Institute ALL Consortium; these samples were obtained from 50 ALL patients initial- and post-induction therapy. Plasma metabolites and complex lipids were analyzed by high resolution tandem mass spectrometry and differential mobility tandem mass spectrometry. Data were analyzed using a covariate-adjusted regression model with multiplicity adjustment. Pathway enrichment analysis and co-expression network analysis were performed to identify unique clusters of molecules.</p><p><strong>RESULTS:</strong> More than 1200 metabolites and complex lipids were identified in the total of global metabolomics and lipidomics platforms. Over 20% of those molecules were significantly altered. In the pathway enrichment analysis, lipids, particularly phosphatidylethanolamines (PEs), were identified. Network analysis indicated that the bioactive fatty acids, docosahexaenoic acid (DHA)-containing (22:6) triacylglycerols (TAGs), were decreased in the post-induction therapy.</p><p><strong>CONCLUSION:</strong> Metabolomic profiling in ALL patients revealed a large number of alterations following induction chemotherapy. In particular, lipid metabolism was substantially altered. The changes in metabolites and complex lipids following induction therapy could provide insight into the adverse events experienced by ALL patients. </p>",['Homo sapiens'],https://www.ebi.ac.uk/metabolights/editor/MTBLS2394,['orbitrap'],"['110-1000', '70-1000', '80-1000']","['negative scan', 'positive scan']",,"['HILIC', 'reverse phase']","['ACQUITY UPLC BEH Amide (1.7 µm, 2.1 mm x 150 mm; Waters)', 'ACQUITY UPLC BEH C18 (1.7 µm, 2.1 mm x 100 mm; Waters)']",['electrospray ionization'],,,['Waters ACQUITY UPLC system']
MTBLS1188,Mapping immune variation and var gene switching in naive hosts infected with Plasmodium falciparum,5.70GB,"['Jenner Institute, Oxford, UK.', 'Glasgow Polyomics, University of Glasgow, University Place, Glasgow, G12 8TA, UK', 'Institute of Evolutionary Biology, University of Edinburgh, Edinburgh, UK.', 'Wellcome Sanger Institute, Cambridge, UK.', 'Wellcome Centre for Integrative Parasitology, Institute of Infection, Immunity and Inflammation, & Glasgow Polyomics, University of Glasgow, University Place, Glasgow, G12 8TA, UK', 'Institute of Immunology & Infection Research, University of Edinburgh, Edinburgh, UK.']","['matrix', 'blood plasma']",['Thermo Scientific Q Exactive'],"['collection time point', 'surgery type']","['MALARIA', 'PfEMP-1', 'antigenic variation', 'Severe disease', 'immune response', 'high-performance liquid chromatography-mass spectrometry', 'untargeted metabolites', 'Glasgow Polyomics']",12/2/20 0:00,"Falciparum malaria is clinically heterogeneous and the relative contribution of parasite and host in shaping disease severity remains unclear. We explored the interaction between inflammation and parasite variant surface antigen (VSA) expression, asking whether this relationship underpins the variation observed in controlled human malaria infection (CHMI). We uncovered marked heterogeneity in the host response to blood challenge; some volunteers remained quiescent, others triggered interferon-stimulated inflammation and some showed transcriptional evidence of myeloid cell suppression. Significantly, only inflammatory volunteers experienced hallmark symptoms of malaria. When we tracked temporal changes in parasite VSA expression to ask whether variants associated with severe disease rapidly expand in naive hosts, we found no transcriptional evidence to support this hypothesis. These data indicate that parasite variants that dominate severe malaria do not have an intrinsic growth or survival advantage; instead, they presumably rely upon infection-induced changes in their within-host environment for selection.","['Homo sapiens', 'Sample preparation blank']",https://www.ebi.ac.uk/metabolights/editor/MTBLS1188,['orbitrap'],"['70–1050 ', '70–1050']","['negative', 'positive']",,['HILIC'],"['ZIC-pHILIC (5 µm, 4.6 mm x 150 mm; Merck Sequant)']",['electrospray ionization'],,,['Thermo Scientific Dionex UltiMate 3000 RSLC System']
